Interference and Diffraction Data File Wed, Oct 05, 2022 4:22 PM
Sensor Position (Meters)	Light Intensity (Volts)
0.00000	-0.00904
0.00000	-0.00502
-0.00006	-0.00759
-0.00006	-0.00550
-0.00011	-0.00985
-0.00011	-0.01017
-0.00011	-0.00711
-0.00017	-0.00453
-0.00017	-0.00502
-0.00017	-0.00663
-0.00022	-0.00614
-0.00022	-0.00888
-0.00022	-0.00566
-0.00028	-0.00518
-0.00028	-0.00647
-0.00033	-0.00695
-0.00033	-0.00775
-0.00033	-0.00437
-0.00039	-0.00582
-0.00039	-0.00486
-0.00039	-0.00582
-0.00044	-0.00534
-0.00044	-0.00727
-0.00050	-0.00405
-0.00050	-0.00663
-0.00050	-0.00373
-0.00056	-0.00502
-0.00056	-0.00276
-0.00056	-0.00775
-0.00061	-0.01081
-0.00061	-0.00566
-0.00067	-0.00647
-0.00067	-0.00518
-0.00067	-0.00727
-0.00072	-0.00582
-0.00072	-0.00711
-0.00072	-0.00550
-0.00078	-0.00614
-0.00078	-0.00614
-0.00078	-0.00614
-0.00083	-0.00276
-0.00083	-0.00792
-0.00089	-0.00775
-0.00089	-0.01098
-0.00089	-0.00405
-0.00094	-0.00534
-0.00094	-0.00325
-0.00094	-0.00518
-0.00100	-0.00582
-0.00100	-0.00228
-0.00100	-0.00711
-0.00106	-0.00373
-0.00106	-0.00534
-0.00111	-0.00405
-0.00111	-0.00550
-0.00111	-0.00743
-0.00117	-0.00212
-0.00117	-0.00534
-0.00117	-0.00695
-0.00122	-0.00566
-0.00122	-0.00566
-0.00128	-0.00663
-0.00128	-0.00582
-0.00128	-0.00308
-0.00133	-0.00775
-0.00133	-0.00759
-0.00133	-0.00357
-0.00139	-0.00631
-0.00139	-0.00566
-0.00144	-0.00244
-0.00144	-0.00518
-0.00144	-0.00872
-0.00150	-0.00534
-0.00150	-0.00453
-0.00150	-0.00775
-0.00156	-0.00566
-0.00156	-0.00759
-0.00161	-0.00631
-0.00161	-0.00582
-0.00161	-0.00244
-0.00167	-0.00727
-0.00167	-0.00647
-0.00167	-0.00566
-0.00172	-0.00808
-0.00172	-0.00260
-0.00178	-0.00502
-0.00178	-0.00840
-0.00178	-0.00373
-0.00183	-0.00453
-0.00183	-0.00792
-0.00183	-0.00582
-0.00189	-0.00792
-0.00189	-0.00550
-0.00194	-0.00566
-0.00194	-0.00276
-0.00194	-0.00308
-0.00200	-0.00534
-0.00200	-0.00502
-0.00200	-0.00308
-0.00206	-0.00518
-0.00206	-0.00824
-0.00211	-0.00582
-0.00211	-0.00647
-0.00211	-0.00357
-0.00217	-0.00550
-0.00217	-0.00550
-0.00222	-0.00663
-0.00222	-0.00695
-0.00222	-0.00276
-0.00228	-0.00292
-0.00228	-0.00695
-0.00228	-0.00534
-0.00233	-0.00276
-0.00233	-0.00727
-0.00239	-0.00598
-0.00239	-0.00598
-0.00239	-0.00292
-0.00244	-0.00727
-0.00244	-0.00663
-0.00244	-0.00421
-0.00250	-0.00647
-0.00250	-0.00888
-0.00256	-0.00566
-0.00256	-0.00566
-0.00256	-0.00808
-0.00261	-0.00824
-0.00261	-0.00341
-0.00261	-0.00405
-0.00267	-0.00470
-0.00267	-0.00357
-0.00272	-0.00582
-0.00272	-0.00470
-0.00272	-0.00711
-0.00278	-0.00518
-0.00278	-0.00711
-0.00278	-0.00743
-0.00283	-0.00550
-0.00283	-0.00566
-0.00289	-0.00679
-0.00289	-0.00421
-0.00289	-0.00631
-0.00294	-0.00276
-0.00294	-0.00953
-0.00300	-0.00325
-0.00300	-0.00582
-0.00300	-0.00695
-0.00306	-0.00792
-0.00306	-0.00582
-0.00311	-0.01098
-0.00311	-0.00759
-0.00311	-0.00550
-0.00317	-0.00518
-0.00317	-0.00486
-0.00317	-0.00373
-0.00322	-0.00743
-0.00322	-0.00808
-0.00322	-0.00792
-0.00328	-0.00389
-0.00328	-0.00550
-0.00333	-0.00534
-0.00333	-0.00888
-0.00333	-0.00389
-0.00339	-0.00373
-0.00339	-0.00405
-0.00339	-0.00518
-0.00344	-0.00792
-0.00344	-0.00631
-0.00350	-0.00518
-0.00350	-0.00969
-0.00350	-0.00276
-0.00356	-0.00808
-0.00356	-0.00824
-0.00356	-0.00437
-0.00361	-0.00872
-0.00361	-0.00614
-0.00367	-0.00840
-0.00367	-0.00341
-0.00367	-0.00969
-0.00372	-0.00808
-0.00372	-0.00969
-0.00378	-0.01677
-0.00378	-0.00405
-0.00378	-0.00920
-0.00383	-0.00308
-0.00383	-0.00663
-0.00383	-0.00888
-0.00389	-0.00486
-0.00389	-0.00695
-0.00394	-0.00566
-0.00394	-0.00582
-0.00394	-0.00550
-0.00400	-0.00566
-0.00400	-0.00872
-0.00400	-0.00502
-0.00406	-0.00888
-0.00406	-0.00920
-0.00411	-0.00260
-0.00411	-0.00727
-0.00411	-0.00840
-0.00417	-0.00550
-0.00417	-0.00614
-0.00417	-0.00743
-0.00422	-0.00453
-0.00422	-0.00389
-0.00422	-0.00244
-0.00428	-0.00437
-0.00428	-0.00453
-0.00433	-0.00808
-0.00433	-0.00888
-0.00433	-0.00421
-0.00439	-0.00566
-0.00439	-0.00937
-0.00439	-0.00405
-0.00444	-0.00663
-0.00444	-0.00534
-0.00450	-0.00566
-0.00450	-0.00792
-0.00450	-0.00470
-0.00456	-0.00598
-0.00456	-0.00953
-0.00461	-0.00647
-0.00461	-0.00276
-0.00461	-0.00663
-0.00467	-0.00502
-0.00467	-0.00775
-0.00467	-0.00453
-0.00472	-0.00743
-0.00472	-0.00180
-0.00478	-0.00518
-0.00478	-0.00260
-0.00478	-0.00566
-0.00483	-0.00695
-0.00483	-0.00131
-0.00483	-0.00325
-0.00489	-0.00727
-0.00489	-0.01065
-0.00489	-0.00679
-0.00494	-0.00534
-0.00494	-0.00486
-0.00500	-0.00437
-0.00500	-0.00808
-0.00500	-0.00405
-0.00506	-0.00389
-0.00506	-0.00308
-0.00506	-0.00405
-0.00511	-0.00920
-0.00511	-0.00969
-0.00511	-0.00695
-0.00517	-0.00308
-0.00517	-0.00550
-0.00517	-0.00550
-0.00522	-0.00824
-0.00522	-0.00582
-0.00528	-0.00308
-0.00528	-0.00711
-0.00528	-0.00598
-0.00533	-0.00405
-0.00533	-0.00437
-0.00533	-0.00566
-0.00539	-0.00824
-0.00539	-0.00566
-0.00544	-0.00969
-0.00544	-0.00663
-0.00544	-0.00711
-0.00550	-0.00953
-0.00550	-0.00453
-0.00556	-0.01049
-0.00556	-0.00437
-0.00556	-0.00341
-0.00561	-0.00679
-0.00561	-0.00727
-0.00561	-0.00308
-0.00567	-0.01259
-0.00567	-0.00614
-0.00572	-0.00840
-0.00572	-0.00486
-0.00572	-0.00373
-0.00578	-0.00308
-0.00578	-0.00325
-0.00578	-0.00566
-0.00583	-0.00598
-0.00583	-0.00357
-0.00583	-0.00614
-0.00589	-0.00470
-0.00589	-0.00244
-0.00589	-0.00759
-0.00594	-0.00470
-0.00594	-0.00196
-0.00600	-0.00099
-0.00600	-0.00566
-0.00600	-0.00051
-0.00606	-0.00486
-0.00606	-0.00727
-0.00606	-0.00470
-0.00611	-0.00502
-0.00611	-0.00389
-0.00611	-0.00357
-0.00617	-0.00357
-0.00617	-0.00502
-0.00622	-0.00502
-0.00622	-0.00180
-0.00622	-0.00035
-0.00628	-0.00679
-0.00628	-0.00518
-0.00628	-0.00260
-0.00633	-0.00260
-0.00633	-0.00308
-0.00639	-0.00582
-0.00639	-0.00486
-0.00639	-0.00276
-0.00644	-0.00260
-0.00644	-0.00228
-0.00644	-0.00292
-0.00650	-0.00405
-0.00650	-0.00453
-0.00650	-0.00308
-0.00656	-0.00196
-0.00656	-0.00180
-0.00656	-0.00147
-0.00661	-0.00147
-0.00661	-0.00164
-0.00667	-0.00518
-0.00667	-0.00067
-0.00667	-0.00164
-0.00667	-0.00244
-0.00672	-0.00196
-0.00672	-0.00341
-0.00678	-0.00325
-0.00678	-0.00115
-0.00678	-0.00131
-0.00683	-0.00147
-0.00683	-0.00244
-0.00683	-0.00099
-0.00689	-0.00115
-0.00689	-0.00196
-0.00689	-0.00244
-0.00694	0.00014
-0.00694	-0.00083
-0.00694	-0.00260
-0.00700	0.00046
-0.00700	-0.00002
-0.00706	-0.00083
-0.00706	-0.00115
-0.00706	0.00142
-0.00711	-0.00196
-0.00711	-0.00180
-0.00711	-0.00421
-0.00717	-0.00421
-0.00717	-0.00228
-0.00722	0.00030
-0.00722	0.00159
-0.00722	-0.00196
-0.00728	-0.00067
-0.00728	-0.00083
-0.00728	0.00078
-0.00733	-0.00115
-0.00733	-0.00067
-0.00733	0.00110
-0.00739	-0.00115
-0.00739	-0.00131
-0.00744	0.00255
-0.00744	-0.00099
-0.00744	-0.00131
-0.00750	-0.00180
-0.00750	-0.00002
-0.00750	0.00110
-0.00756	-0.00035
-0.00756	0.00416
-0.00756	0.00239
-0.00761	0.00159
-0.00761	-0.00115
-0.00761	-0.00405
-0.00767	0.00142
-0.00767	-0.00212
-0.00767	-0.00325
-0.00772	0.00126
-0.00772	0.00175
-0.00778	0.00448
-0.00778	0.00030
-0.00778	0.00304
-0.00783	0.00110
-0.00783	-0.00002
-0.00783	0.00062
-0.00789	0.00030
-0.00789	0.00255
-0.00794	0.00400
-0.00794	0.00255
-0.00794	0.00513
-0.00800	0.00255
-0.00800	0.00529
-0.00800	0.00465
-0.00806	0.00336
-0.00806	0.00207
-0.00806	0.00610
-0.00811	0.00159
-0.00811	0.00223
-0.00817	0.00142
-0.00817	-0.00051
-0.00817	0.00497
-0.00822	0.00706
-0.00822	0.00513
-0.00822	0.00400
-0.00828	0.00320
-0.00828	0.00368
-0.00828	0.00819
-0.00833	0.00416
-0.00833	0.00851
-0.00833	0.00400
-0.00839	0.00738
-0.00839	0.00610
-0.00839	0.00738
-0.00844	0.00368
-0.00844	0.00513
-0.00844	0.00722
-0.00850	0.00706
-0.00850	0.00787
-0.00850	0.00658
-0.00856	0.01109
-0.00856	0.01093
-0.00861	0.00835
-0.00861	0.01125
-0.00861	0.00754
-0.00867	0.00706
-0.00867	0.00851
-0.00867	0.01044
-0.00872	0.00545
-0.00872	0.00690
-0.00872	0.00674
-0.00878	0.00883
-0.00878	0.00980
-0.00883	0.01302
-0.00883	0.01044
-0.00883	0.00754
-0.00889	0.00754
-0.00889	0.00867
-0.00889	0.00593
-0.00894	0.00771
-0.00894	0.00658
-0.00900	0.00996
-0.00900	0.01672
-0.00900	0.01318
-0.00906	0.01254
-0.00906	0.01093
-0.00906	0.01141
-0.00911	0.01366
-0.00911	0.01511
-0.00911	0.01447
-0.00917	0.01431
-0.00917	0.01753
-0.00917	0.01640
-0.00922	0.01544
-0.00922	0.01914
-0.00922	0.01656
-0.00928	0.01463
-0.00928	0.01721
-0.00928	0.01592
-0.00933	0.01560
-0.00933	0.01286
-0.00933	0.01721
-0.00939	0.01753
-0.00939	0.01833
-0.00944	0.01737
-0.00944	0.01576
-0.00944	0.01769
-0.00950	0.01801
-0.00950	0.01640
-0.00950	0.01978
-0.00956	0.02301
-0.00956	0.01995
-0.00961	0.02317
-0.00961	0.02510
-0.00961	0.02397
-0.00967	0.02558
-0.00967	0.02639
-0.00967	0.02832
-0.00972	0.02993
-0.00972	0.03380
-0.00978	0.03122
-0.00978	0.03235
-0.00978	0.03557
-0.00983	0.03428
-0.00983	0.03331
-0.00983	0.03267
-0.00989	0.03492
-0.00989	0.03589
-0.00989	0.03589
-0.00994	0.03669
-0.00994	0.03074
-0.00994	0.03524
-0.01000	0.03444
-0.01000	0.03605
-0.01000	0.03734
-0.01006	0.03573
-0.01006	0.03718
-0.01011	0.03847
-0.01011	0.04185
-0.01011	0.04668
-0.01017	0.04507
-0.01017	0.04330
-0.01017	0.04748
-0.01022	0.04974
-0.01022	0.05425
-0.01022	0.05650
-0.01028	0.06037
-0.01028	0.06504
-0.01033	0.06890
-0.01033	0.07583
-0.01033	0.07422
-0.01039	0.07647
-0.01039	0.07728
-0.01039	0.08356
-0.01044	0.08291
-0.01044	0.08420
-0.01050	0.08452
-0.01050	0.08147
-0.01050	0.08130
-0.01056	0.08211
-0.01056	0.08050
-0.01056	0.07873
-0.01061	0.07196
-0.01061	0.08308
-0.01067	0.08259
-0.01067	0.08308
-0.01067	0.08291
-0.01072	0.09242
-0.01072	0.09821
-0.01072	0.10305
-0.01078	0.10482
-0.01078	0.11786
-0.01078	0.13622
-0.01083	0.15973
-0.01083	0.16666
-0.01083	0.17825
-0.01089	0.20386
-0.01089	0.24912
-0.01089	0.27746
-0.01094	0.30242
-0.01094	0.33350
-0.01094	0.37280
-0.01100	0.41612
-0.01100	0.46138
-0.01106	0.50921
-0.01106	0.56799
-0.01106	0.61630
-0.01111	0.66768
-0.01111	0.71760
-0.01111	0.78395
-0.01117	0.83613
-0.01117	0.86818
-0.01122	0.92568
-0.01122	1.01780
-0.01122	1.07094
-0.01128	1.08093
-0.01128	1.11426
-0.01128	1.19414
-0.01133	1.25953
-0.01133	1.28208
-0.01139	1.28079
-0.01139	1.27789
-0.01139	1.31074
-0.01144	1.36872
-0.01144	1.43056
-0.01144	1.44844
-0.01150	1.43894
-0.01150	1.43153
-0.01156	1.45939
-0.01156	1.51608
-0.01156	1.55795
-0.01161	1.56794
-0.01161	1.55795
-0.01161	1.55811
-0.01167	1.58968
-0.01167	1.61432
-0.01167	1.63993
-0.01172	1.63316
-0.01172	1.61094
-0.01172	1.62092
-0.01178	1.64733
-0.01178	1.66296
-0.01178	1.64927
-0.01183	1.59177
-0.01183	1.58388
-0.01189	1.61625
-0.01189	1.57744
-0.01189	1.47888
-0.01194	1.45037
-0.01194	1.46390
-0.01200	1.41156
-0.01200	1.29689
-0.01200	1.23666
-0.01206	1.20719
-0.01206	1.12248
-0.01206	1.01667
-0.01211	0.94999
-0.01211	0.89121
-0.01217	0.80054
-0.01217	0.71567
-0.01217	0.64288
-0.01222	0.56702
-0.01222	0.49874
-0.01222	0.43979
-0.01228	0.37972
-0.01228	0.32964
-0.01233	0.29582
-0.01233	0.25491
-0.01233	0.20209
-0.01239	0.16859
-0.01239	0.15281
-0.01239	0.13332
-0.01244	0.11416
-0.01244	0.09419
-0.01244	0.08597
